unitid,contract,arank,"xempcoun",empcount,"xoutlays",outlays,"xsaverag",saverage
"102049","2","10",10,"12",10,"818927",10,"68244"
"102049","2","11",10,"1",40,"",40,""
"102049","2","14",10,"22",40,"",30,""
"102049","2","15",10,"50",40,"",30,""
"102067","1","6",10,"27",10,"1176162",10,"43562"
"102067","1","7",10,"27",10,"1176162",30,""
"102067","1","13",10,"37",10,"1607919",10,"43457"
"102067","1","14",10,"37",10,"1607919",30,""
"102067","1","15",10,"64",10,"2784081",30,""
"102067","2","6",10,"1",40,"",40,""
"102067","2","7",10,"1",40,"",30,""
"102067","2","13",10,"6",10,"337606",10,"56268"
"102067","2","14",10,"6",10,"337606",30,""
"102067","2","15",10,"7",40,"",30,""
"102067","3","13",10,"2",40,"",40,""
"102067","3","14",10,"2",40,"",30,""
"102067","3","15",10,"2",40,"",30,""
"102076","1","6",10,"8",10,"322775",10,"40347"
"102076","1","7",10,"8",10,"322775",30,""
"102076","1","13",10,"12",10,"506609",10,"42217"
"102076","1","14",10,"12",10,"506609",30,""
"102076","1","15",10,"20",10,"829384",30,""
"102076","2","6",10,"4",10,"278255",10,"69564"
"102076","2","7",10,"4",10,"278255",30,""
"102076","2","13",10,"2",40,"",40,""
"102076","2","14",10,"2",40,"",30,""
"102076","2","15",10,"6",40,"",30,""
"102094","1","1",10,"64",10,"4467372",10,"69803"
"102094","1","2",10,"58",10,"3068259",10,"52901"
"102094","1","3",10,"60",10,"2831431",10,"47191"
"102094","1","4",10,"15",10,"546101",10,"36407"
"102094","1","7",10,"197",10,"10913163",30,""
"102094","1","8",10,"8",10,"514554",10,"64319"
"102094","1","9",10,"19",10,"1027094",10,"54058"
"102094","1","10",10,"39",10,"1697183",10,"43518"
"102094","1","11",10,"26",10,"884308",10,"34012"
"102094","1","14",10,"92",10,"4123139",30,""
"102094","1","15",10,"289",10,"15036302",30,""
"102094","2","1",10,"41",10,"4060082",10,"99026"
"102094","2","2",10,"16",10,"1252782",10,"78299"
"102094","2","3",10,"12",10,"764526",10,"63710"
"102094","2","4",10,"10",10,"365171",10,"36517"
"102094","2","5",10,"1",40,"",40,""
"102094","2","7",10,"80",40,"",30,""
"102094","2","8",10,"7",10,"555845",10,"79406"
"102094","2","9",10,"12",10,"807319",10,"67277"
"102094","2","10",10,"34",10,"2008582",10,"59076"
"102094","2","11",10,"8",10,"243782",10,"30473"
"102094","2","14",10,"61",10,"3615528",30,""
"102094","2","15",10,"141",40,"",30,""
"102234","1","1",10,"18",10,"1036126",10,"57563"
"102234","1","2",10,"9",10,"448883",10,"49876"
"102234","1","3",10,"9",10,"362249",10,"40250"
"102234","1","7",10,"36",10,"1847258",30,""
"102234","1","8",10,"3",10,"151651",10,"50550"
"102234","1","9",10,"5",10,"224932",10,"44986"
"102234","1","10",10,"13",10,"506189",10,"38938"
"102234","1","11",10,"6",10,"217346",10,"36224"
"102234","1","14",10,"27",10,"1100118",30,""
"102234","1","15",10,"63",10,"2947376",30,""
"102234","2","2",10,"1",40,"",40,""
"102234","2","3",10,"1",40,"",40,""
"102234","2","7",10,"2",40,"",30,""
"102234","2","8",10,"1",40,"",40,""
"102234","2","10",10,"2",40,"",40,""
"102234","2","14",10,"3",10,"116672",30,""
"102234","2","15",10,"5",40,"",30,""
"102261","2","1",10,"5",10,"195250",10,"39050"
"102261","2","2",10,"1",40,"",40,""
"102261","2","3",10,"2",40,"",40,""
"102261","2","4",10,"1",40,"",40,""
"102261","2","7",10,"9",10,"345600",30,""
"102261","2","8",10,"1",40,"",40,""
"102261","2","14",10,"1",40,"",30,""
"102261","2","15",10,"10",40,"",30,""
"102270","1","1",10,"9",10,"457404",10,"50823"
"102270","1","2",10,"13",10,"386370",10,"29721"
"102270","1","3",10,"11",10,"386049",10,"35095"
"102270","1","4",10,"3",10,"54370",10,"18123"
"102270","1","6",10,"1",40,"",40,""
"102270","1","7",10,"37",40,"",30,""
"102270","1","8",10,"4",10,"128000",10,"32000"
"102270","1","9",10,"5",10,"257503",10,"51501"
"102270","1","10",10,"13",10,"466445",10,"35880"
"102270","1","11",10,"2",40,"",40,""
"102270","1","13",10,"1",40,"",40,""
"102270","1","14",10,"25",10,"965948",30,""
"102270","1","15",10,"62",40,"",30,""
"102270","2","8",10,"2",40,"",40,""
"102270","2","14",10,"2",40,"",30,""
"102270","2","15",10,"2",40,"",30,""
"102298","1","1",10,"10",10,"358139",10,"35814"
"102298","1","2",10,"5",10,"174222",10,"34844"
"102298","1","3",10,"5",10,"164380",10,"32876"
"102298","1","4",10,"1",40,"",40,""
"102298","1","7",10,"21",40,"",30,""
"102298","1","8",10,"1",40,"",40,""
"102298","1","9",10,"4",10,"122388",10,"30597"
"102298","1","10",10,"6",10,"192411",10,"32068"
"102298","1","11",10,"2",40,"",40,""
"102298","1","14",10,"13",10,"399379",30,""
"102298","1","15",10,"34",40,"",30,""
"102298","2","1",10,"3",10,"168950",10,"56317"
"102298","2","7",10,"3",10,"168950",30,""
"102298","2","8",10,"2",40,"",40,""
"102298","2","9",10,"1",40,"",40,""
"102298","2","14",10,"3",10,"139750",30,""
"102298","2","15",10,"6",10,"308700",30,""
"102313","1","6",10,"11",10,"495648",10,"45059"
"102313","1","7",10,"11",10,"495648",30,""
"102313","1","13",10,"22",10,"1141978",10,"51908"
"102313","1","14",10,"22",10,"1141978",30,""
"102313","1","15",10,"33",10,"1637626",30,""
"102322","1","1",10,"8",10,"475834",10,"59479"
"102322","1","2",10,"12",10,"616048",10,"51337"
"102322","1","3",10,"7",10,"318073",10,"45439"
"102322","1","4",10,"1",40,"",40,""
"102322","1","5",10,"1",40,"",40,""
"102322","1","7",10,"29",40,"",30,""
"102322","1","8",10,"5",10,"276575",10,"55315"
"102322","1","9",10,"5",10,"220000",10,"44000"
"102322","1","10",10,"3",10,"137019",10,"45673"
"102322","1","11",10,"2",40,"",40,""
"102322","1","14",10,"15",40,"",30,""
"102322","1","15",10,"44",10,"2183516",30,""
"102322","2","1",10,"2",40,"",40,""
"102322","2","3",10,"1",40,"",40,""
"102322","2","4",10,"1",40,"",40,""
"102322","2","5",10,"1",40,"",40,""
"102322","2","7",10,"5",10,"310022",30,""
"102322","2","9",10,"1",40,"",40,""
"102322","2","11",10,"2",40,"",40,""
"102322","2","14",10,"3",10,"122798",30,""
"102322","2","15",10,"8",10,"432820",30,""
"102359","1","2",10,"4",10,"226421",10,"56605"
"102359","1","3",10,"1",40,"",40,""
"102359","1","7",10,"5",40,"",30,""
"102359","1","9",10,"1",40,"",40,""
"102359","1","10",10,"2",40,"",40,""
"102359","1","14",10,"3",10,"135196",30,""
"102359","1","15",10,"8",40,"",30,""
"102359","2","1",10,"5",10,"398807",10,"79761"
"102359","2","2",10,"6",10,"325198",10,"54200"
"102359","2","3",10,"5",10,"265236",10,"53047"
"102359","2","4",10,"1",40,"",40,""
"102359","2","7",10,"17",40,"",30,""
"102359","2","8",10,"3",10,"166333",10,"55444"
"102359","2","9",10,"2",40,"",40,""
"102359","2","10",10,"1",40,"",40,""
"102359","2","11",10,"1",40,"",40,""
"102359","2","14",10,"7",10,"348904",30,""
"102359","2","15",10,"24",40,"",30,""
"102368","1","1",10,"5",10,"293467",10,"58693"
"102368","1","2",10,"14",10,"727553",10,"51968"
"102368","1","3",10,"12",10,"493101",10,"41092"
"102368","1","4",10,"3",10,"90000",10,"30000"
"102368","1","5",10,"1",40,"",40,""
"102368","1","7",10,"35",40,"",30,""
"102368","1","8",10,"3",10,"155071",10,"51690"
"102368","1","9",10,"6",10,"273350",10,"45558"
"102368","1","10",10,"22",10,"944616",10,"42937"
"102368","1","11",10,"4",10,"139847",10,"34962"
"102368","1","12",10,"1",40,"",40,""
"102368","1","14",10,"36",40,"",30,""
"102368","1","15",10,"71",40,"",30,""
"102368","2","1",10,"16",10,"1042733",10,"65171"
"102368","2","2",10,"37",10,"2050959",10,"55431"
"102368","2","3",10,"58",10,"2590718",10,"44668"
"102368","2","4",10,"6",10,"183201",10,"30534"
"102368","2","5",10,"9",10,"219782",10,"24420"
"102368","2","7",10,"126",10,"6087393",30,""
"102368","2","8",10,"5",10,"311255",10,"62251"
"102368","2","9",10,"16",10,"791505",10,"49469"
"102368","2","10",10,"35",10,"1536473",10,"43899"
"102368","2","11",10,"10",10,"339995",10,"34000"
"102368","2","12",10,"2",40,"",40,""
"102368","2","14",10,"68",40,"",30,""
"102368","2","15",10,"194",40,"",30,""
"102377","1","1",10,"48",10,"2904623",10,"60513"
"102377","1","2",10,"45",10,"2368416",10,"52631"
"102377","1","3",10,"43",10,"1965810",10,"45717"
"102377","1","4",10,"6",10,"265568",10,"44261"
"102377","1","5",10,"3",10,"103309",10,"34436"
"102377","1","7",10,"145",10,"7607726",30,""
"102377","1","8",10,"13",10,"662227",10,"50941"
"102377","1","9",10,"15",10,"674115",10,"44941"
"102377","1","10",10,"31",10,"1353894",10,"43674"
"102377","1","11",10,"19",10,"660535",10,"34765"
"102377","1","12",10,"3",10,"102375",10,"34125"
"102377","1","14",10,"81",10,"3453146",30,""
"102377","1","15",10,"226",10,"11060872",30,""
"102377","2","1",10,"4",10,"230000",10,"57500"
"102377","2","2",10,"1",40,"",40,""
"102377","2","3",10,"3",10,"128205",10,"42735"
"102377","2","4",10,"1",40,"",40,""
"102377","2","7",10,"9",40,"",30,""
"102377","2","8",10,"1",40,"",40,""
"102377","2","14",10,"1",40,"",30,""
"102377","2","15",10,"10",10,"476366",30,""
"102395","2","2",10,"4",10,"213875",10,"53469"
"102395","2","7",10,"4",10,"213875",30,""
"102395","2","8",10,"1",40,"",40,""
"102395","2","9",10,"1",40,"",40,""
"102395","2","14",10,"2",40,"",30,""
"102395","2","15",10,"6",40,"",30,""
"102429","1","6",10,"54",10,"2341092",10,"43354"
"102429","1","7",10,"54",10,"2341092",30,""
"102429","1","13",10,"42",10,"1717670",10,"40897"
"102429","1","14",10,"42",10,"1717670",30,""
"102429","1","15",10,"96",10,"4058762",30,""
"102553","1","1",10,"70",10,"4751975",10,"67885"
"102553","1","2",10,"54",10,"3038845",10,"56275"
"102553","1","3",10,"75",10,"3653872",10,"48718"
"102553","1","4",10,"16",10,"647674",10,"40480"
"102553","1","7",10,"215",10,"12092366",30,""
"102553","1","8",10,"27",10,"1702423",10,"63053"
"102553","1","9",10,"47",10,"2366782",10,"50357"
"102553","1","10",10,"75",10,"3400167",10,"45336"
"102553","1","11",10,"16",10,"564322",10,"35270"
"102553","1","14",10,"165",10,"8033694",30,""
"102553","1","15",10,"380",10,"20126060",30,""
"102553","2","1",10,"1",40,"",40,""
"102553","2","3",10,"1",40,"",40,""
"102553","2","4",10,"1",40,"",40,""
"102553","2","7",10,"3",10,"204093",30,""
"102553","2","8",10,"1",40,"",40,""
"102553","2","9",10,"1",40,"",40,""
"102553","2","10",10,"1",40,"",40,""
"102553","2","14",10,"3",10,"256594",30,""
"102553","2","15",10,"6",10,"460687",30,""
"102614","1","1",10,"64",10,"4520178",10,"70628"
"102614","1","2",10,"56",10,"3123059",10,"55769"
"102614","1","3",10,"54",10,"2593461",10,"48027"
"102614","1","4",10,"13",10,"494945",10,"38073"
"102614","1","5",10,"6",10,"272897",10,"45483"
"102614","1","6",10,"1",40,"",40,""
"102614","1","7",10,"194",40,"",30,""
"102614","1","8",10,"11",10,"776343",10,"70577"
"102614","1","9",10,"22",10,"1140537",10,"51843"
"102614","1","10",10,"53",10,"2343680",10,"44220"
"102614","1","11",10,"9",10,"349281",10,"38809"
"102614","1","12",10,"7",10,"296617",10,"42374"
"102614","1","13",10,"1",40,"",40,""
"102614","1","14",10,"103",40,"",30,""
"102614","1","15",10,"297",40,"",30,""
"102632","1","1",10,"7",10,"480489",10,"68641"
"102632","1","2",10,"4",10,"195343",10,"48836"
"102632","1","3",10,"34",10,"1471300",10,"43274"
"102632","1","4",10,"2",40,"",40,""
"102632","1","7",10,"47",40,"",30,""
"102632","1","8",10,"6",10,"388776",10,"64796"
"102632","1","9",10,"4",10,"206340",10,"51585"
"102632","1","10",10,"25",10,"1082511",10,"43300"
"102632","1","11",10,"2",40,"",40,""
"102632","1","13",10,"1",40,"",40,""
"102632","1","14",10,"38",10,"1761007",30,""
"102632","1","15",10,"85",40,"",30,""
"102669","1","1",10,"4",10,"241000",10,"60250"
"102669","1","2",10,"6",10,"296500",10,"49417"
"102669","1","3",10,"5",10,"207350",10,"41470"
"102669","1","4",10,"3",10,"109000",10,"36333"
"102669","1","7",10,"18",10,"853850",30,""
"102669","1","8",10,"2",40,"",40,""
"102669","1","9",10,"4",10,"202000",10,"50500"
"102669","1","10",10,"7",10,"293000",10,"41857"
"102669","1","11",10,"1",40,"",40,""
"102669","1","14",10,"14",10,"650500",30,""
"102669","1","15",10,"32",10,"1504350",30,""
"102669","2","3",10,"1",40,"",40,""
"102669","2","4",10,"2",40,"",40,""
"102669","2","7",10,"3",10,"137100",30,""
"102669","2","15",10,"3",10,"137100",30,""
"102845","2","4",10,"9",10,"455794",10,"50644"
"102845","2","7",10,"9",10,"455794",30,""
"102845","2","11",10,"4",10,"157610",10,"39402"
"102845","2","14",10,"4",10,"157610",30,""
"102845","2","15",10,"13",10,"613404",30,""
"103361","1","1",10,"1",40,"",40,""
"103361","1","7",10,"1",40,"",30,""
"103361","1","8",10,"3",10,"216754",10,"72251"
"103361","1","9",10,"1",40,"",40,""
"103361","1","10",10,"1",40,"",40,""
"103361","1","14",10,"5",40,"",30,""
"103361","1","15",10,"6",10,"389152",30,""
"103440","1","1",10,"1",40,"",40,""
"103440","1","2",10,"2",40,"",40,""
"103440","1","3",10,"3",40,"",40,""
"103440","1","4",10,"3",10,"98288",10,"32763"
"103440","1","7",10,"9",10,"334400",30,""
"103440","1","8",10,"1",40,"",40,""
"103440","1","9",10,"1",40,"",40,""
"103440","1","10",10,"3",10,"105104",10,"35035"
"103440","1","11",10,"1",40,"",40,""
"103440","1","14",10,"6",10,"218113",30,""
"103440","1","15",10,"15",10,"552513",30,""
"103644","2","4",10,"4",10,"139000",10,"34750"
"103644","2","7",10,"4",10,"139000",30,""
"103644","2","11",10,"3",10,"107000",10,"35667"
"103644","2","14",10,"3",10,"107000",30,""
"103644","2","15",10,"7",10,"246000",30,""
"103723","2","4",10,"49",10,"1842838",10,"37609"
"103723","2","7",10,"49",10,"1842838",30,""
"103723","2","11",10,"11",10,"385610",10,"35055"
"103723","2","14",10,"11",10,"385610",30,""
"103723","2","15",10,"60",10,"2228448",30,""
"103778","1","1",10,"11",10,"1109965",10,"100906"
"103778","1","2",10,"22",10,"1789010",10,"81319"
"103778","1","3",10,"6",10,"379264",10,"63211"
"103778","1","4",10,"2",40,"",40,""
"103778","1","7",10,"41",40,"",30,""
"103778","1","8",10,"4",10,"259290",10,"64823"
"103778","1","9",10,"10",10,"763292",10,"76329"
"103778","1","10",10,"6",10,"408338",10,"68056"
"103778","1","11",10,"2",40,"",40,""
"103778","1","14",10,"22",40,"",30,""
"103778","1","15",10,"63",10,"4870258",30,""
"103778","2","1",10,"1",40,"",40,""
"103778","2","2",10,"1",40,"",40,""
"103778","2","7",10,"2",40,"",30,""
"103778","2","15",10,"2",40,"",30,""
"103787","1","6",10,"1",40,"",40,""
"103787","1","7",10,"1",40,"",30,""
"103787","1","13",10,"2",40,"",40,""
"103787","1","14",10,"2",40,"",30,""
"103787","1","15",10,"3",10,"72000",30,""
"103787","2","6",10,"2",40,"",40,""
"103787","2","7",10,"2",40,"",30,""
"103787","2","13",10,"1",40,"",40,""
"103787","2","14",10,"1",40,"",30,""
"103787","2","15",10,"3",10,"9600",30,""
"103893","2","4",10,"3",10,"66622",10,"22207"
"103893","2","7",10,"3",10,"66622",30,""
"103893","2","11",10,"8",10,"284125",10,"35516"
"103893","2","14",10,"8",10,"284125",30,""
"103893","2","15",10,"11",10,"350747",30,""
"103909","2","4",10,"4",10,"132039",10,"33010"
"103909","2","7",10,"4",10,"132039",30,""
"103909","2","11",10,"8",10,"239100",10,"29888"
"103909","2","14",10,"8",10,"239100",30,""
"103909","2","15",10,"12",10,"371139",30,""
"103927","2","4",10,"4",10,"145007",10,"36252"
"103927","2","7",10,"4",10,"145007",30,""
"103927","2","11",10,"6",10,"178568",10,"29761"
"103927","2","14",10,"6",10,"178568",30,""
"103927","2","15",10,"10",10,"323575",30,""
"103963","2","6",20,"19",20,"654508",20,"34448"
"103963","2","7",20,"19",20,"654508",20,""
"103963","2","15",20,"19",20,"654508",20,""
"104151","1","1",10,"474",10,"42418644",10,"89491"
"104151","1","2",10,"255",10,"16651718",10,"65301"
"104151","1","3",10,"147",10,"8769659",10,"59658"
"104151","1","4",10,"16",10,"594514",10,"37157"
"104151","1","5",10,"57",10,"2331517",10,"40904"
"104151","1","6",10,"12",10,"445079",10,"37090"
"104151","1","7",10,"961",10,"71211131",30,""
"104151","1","8",10,"103",10,"8318643",10,"80764"
"104151","1","9",10,"142",10,"8317925",10,"58577"
"104151","1","10",10,"144",10,"7126375",10,"49489"
"104151","1","11",10,"29",10,"1136652",10,"39195"
"104151","1","12",10,"79",10,"3044282",10,"38535"
"104151","1","13",10,"9",10,"290411",10,"32268"
"104151","1","14",10,"506",10,"28234288",30,""
"104151","1","15",10,"1467",10,"99445419",30,""
"104151","2","1",10,"49",10,"6348242",10,"129556"
"104151","2","2",10,"8",10,"722397",10,"90300"
"104151","2","4",10,"1",40,"",40,""
"104151","2","5",10,"2",40,"",40,""
"104151","2","6",10,"2",40,"",40,""
"104151","2","7",10,"62",10,"7305111",30,""
"104151","2","8",10,"15",10,"1506407",10,"100427"
"104151","2","9",10,"12",10,"907911",10,"75659"
"104151","2","10",10,"4",10,"215012",10,"53753"
"104151","2","12",10,"5",10,"222557",10,"44511"
"104151","2","13",10,"3",10,"91573",10,"30524"
"104151","2","14",10,"39",10,"2943460",30,""
"104151","2","15",10,"101",10,"10248571",30,""
"104160","1","6",10,"56",10,"2238738",10,"39977"
"104160","1","7",10,"56",10,"2238738",30,""
"104160","1","13",10,"48",10,"1934574",10,"40304"
"104160","1","14",10,"48",10,"1934574",30,""
"104160","1","15",10,"104",10,"4173312",30,""
"104179","1","1",10,"436",10,"39236330",10,"89992"
"104179","1","2",10,"197",10,"12751508",10,"64728"
"104179","1","3",10,"156",10,"8815125",10,"56507"
"104179","1","5",10,"27",10,"1426027",10,"52816"
"104179","1","7",10,"816",10,"62228990",30,""
"104179","1","8",10,"101",10,"8298219",10,"82161"
"104179","1","9",10,"126",10,"7441026",10,"59056"
"104179","1","10",10,"107",10,"5422168",10,"50674"
"104179","1","12",10,"13",10,"628116",10,"48317"
"104179","1","14",10,"347",10,"21789529",30,""
"104179","1","15",10,"1163",10,"84018519",30,""
"104179","2","1",10,"94",10,"9699504",10,"103186"
"104179","2","2",10,"47",10,"3279330",10,"69773"
"104179","2","3",10,"14",10,"891034",10,"63645"
"104179","2","5",10,"5",10,"330171",10,"66034"
"104179","2","7",10,"160",10,"14200039",30,""
"104179","2","8",10,"21",10,"2096240",10,"99821"
"104179","2","9",10,"20",10,"1488653",10,"74433"
"104179","2","10",10,"11",10,"781019",10,"71002"
"104179","2","12",10,"5",10,"259859",10,"51972"
"104179","2","14",10,"57",10,"4625771",30,""
"104179","2","15",10,"217",10,"18825810",30,""
"104188","2","6",20,"8",20,"219122",20,"27390"
"104188","2","7",20,"8",20,"219122",20,""
"104188","2","13",20,"6",20,"139049",20,"23175"
"104188","2","14",20,"6",20,"139049",20,""
"104188","2","15",20,"14",20,"358171",20,""
"104346","1","6",10,"43",10,"1837351",10,"42729"
"104346","1","7",10,"43",10,"1837351",30,""
"104346","1","13",10,"39",10,"1618011",10,"41487"
"104346","1","14",10,"39",10,"1618011",30,""
"104346","1","15",10,"82",10,"3455362",30,""
"104346","2","6",10,"11",10,"480645",10,"43695"
"104346","2","7",10,"11",10,"480645",30,""
"104346","2","13",10,"2",40,"",40,""
"104346","2","14",10,"2",40,"",30,""
"104346","2","15",10,"13",40,"",30,""
"104364","2","1",10,"10",10,"354000",10,"35400"
"104364","2","7",10,"10",10,"354000",30,""
"104364","2","8",10,"7",10,"260400",10,"37200"
"104364","2","14",10,"7",10,"260400",30,""
"104364","2","15",10,"17",10,"614400",30,""
"104425","1","6",10,"54",10,"2393088",10,"44316"
"104425","1","7",10,"54",10,"2393088",30,""
"104425","1","13",10,"41",10,"1673157",10,"40809"
"104425","1","14",10,"41",10,"1673157",30,""
"104425","1","15",10,"95",10,"4066245",30,""
"104425","2","6",10,"12",10,"548663",10,"45722"
"104425","2","7",10,"12",10,"548663",30,""
"104425","2","13",10,"1",40,"",40,""
"104425","2","14",10,"1",40,"",30,""
"104425","2","15",10,"13",40,"",30,""
"104531","2","1",10,"35",10,"2278101",10,"65089"
"104531","2","2",10,"13",10,"659934",10,"50764"
"104531","2","3",10,"11",10,"520455",10,"47314"
"104531","2","7",10,"59",10,"3458490",30,""
"104531","2","8",10,"9",10,"531480",10,"59053"
"104531","2","9",10,"7",10,"358383",10,"51198"
"104531","2","10",10,"3",10,"127911",10,"42637"
"104531","2","14",10,"19",10,"1017774",30,""
"104531","2","15",10,"78",10,"4476264",30,""
"104577","1","4",10,"52",10,"2367423",10,"45527"
"104577","1","7",10,"52",10,"2367423",30,""
"104577","1","11",10,"27",10,"1150903",10,"42626"
"104577","1","14",10,"27",10,"1150903",30,""
